Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_28011	-	-	-	-	-	XP_071523682.1	XP_071523682.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_28015	S	GO:0001653,GO:0001932,GO:0001933,GO:0002682,GO:0002683,GO:0002861,GO:0002862,GO:0003674,GO:0004888,GO:0004930,GO:0005000,GO:0005488,GO:0006950,GO:0007154,GO:0007165,GO:0007186,GO:0008150,GO:0008528,GO:0009605,GO:0009607,GO:0009611,GO:0009617,GO:0009892,GO:0009894,GO:0009966,GO:0009968,GO:0009987,GO:0010506,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0019220,GO:0019222,GO:0023051,GO:0023052,GO:0023057,GO:0031323,GO:0031324,GO:0031329,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0032101,GO:0032102,GO:0032268,GO:0032269,GO:0032879,GO:0033218,GO:0034121,GO:0034122,GO:0038023,GO:0042060,GO:0042277,GO:0042325,GO:0042326,GO:0043122,GO:0043124,GO:0043207,GO:0043408,GO:0043409,GO:0045088,GO:0045936,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050727,GO:0050728,GO:0050776,GO:0050777,GO:0050789,GO:0050794,GO:0050878,GO:0050896,GO:0051046,GO:0051049,GO:0051171,GO:0051172,GO:0051174,GO:0051239,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0065008,GO:0070255,GO:0070372,GO:0070373,GO:0080090,GO:0080134,GO:1902531,GO:1902532	ko:K12800,ko:K20863	FISNA,NACHT,PYRIN	IPR027417,-,IPR007111,IPR003593	XP_071531969.1	XP_071531969.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_28016	-	-	-	-	-	XP_063593672.1	XP_063593672.1 uncharacterized protein LOC134770584 [Penaeus indicus]	-	-
misc_28017	-	-	-	-	-	XP_047484690.1	XP_047484690.1 uncharacterized protein LOC125036255 isoform X3 [Penaeus chinensis]	-	-
misc_28019	L	-	ko:K07497	HTH_21,rve_3	IPR001584,-,IPR012337,IPR036397	MBN2522285.1	MBN2522285.1 transposase family protein [Bacteroidales bacterium]	-	-
misc_28020	E	-	ko:K06987	MAM,Peptidase_M14,fn3	IPR026444,-	WP_114310212.1	WP_114310212.1 T9SS type A sorting domain-containing protein [Winogradskyella arenosi]	-	-
misc_28021	G	-	-	BcrAD_BadFG	-,IPR043129	WP_411321797.1	WP_411321797.1 hypothetical protein [Gracilimonas sp. Q87]	-	-
misc_28022	G	-	ko:K01783	Ribul_P_3_epim	IPR011060,IPR013785,IPR000056,IPR026019,-	RLD20433.1	RLD20433.1 MAG: ribulose-phosphate 3-epimerase [Bacteroidota bacterium]	sp|O34557|RPE_BACSU	sp|O34557|RPE_BACSU Ribulose-phosphate 3-epimerase OS=Bacillus subtilis (strain 168) OX=224308 GN=rpe PE=3 SV=1
misc_28023	S	GO:0000149,GO:0003674,GO:0005488,GO:0005496,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006897,GO:0006996,GO:0007154,GO:0007267,GO:0007268,GO:0008021,GO:0008150,GO:0008277,GO:0008289,GO:0009966,GO:0009987,GO:0010033,GO:0010243,GO:0010256,GO:0010646,GO:0012505,GO:0012506,GO:0015485,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016188,GO:0016192,GO:0017075,GO:0017157,GO:0019899,GO:0019904,GO:0019905,GO:0021700,GO:0023051,GO:0023052,GO:0030133,GO:0030135,GO:0030136,GO:0030141,GO:0030285,GO:0030424,GO:0030658,GO:0030659,GO:0030667,GO:0030672,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031410,GO:0031594,GO:0031982,GO:0032502,GO:0032879,GO:0032934,GO:0032991,GO:0033267,GO:0036094,GO:0036465,GO:0042169,GO:0042221,GO:0042583,GO:0042584,GO:0042734,GO:0042802,GO:0042995,GO:0043005,GO:0043178,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043621,GO:0043679,GO:0044306,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045202,GO:0045920,GO:0048167,GO:0048168,GO:0048169,GO:0048172,GO:0048488,GO:0048499,GO:0048519,GO:0048523,GO:0048583,GO:0048786,GO:0050789,GO:0050794,GO:0050804,GO:0050896,GO:0051020,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0060076,GO:0060627,GO:0061024,GO:0065007,GO:0065008,GO:0070382,GO:0070887,GO:0071310,GO:0071840,GO:0071944,GO:0097060,GO:0097159,GO:0097458,GO:0097708,GO:0098563,GO:0098588,GO:0098590,GO:0098657,GO:0098793,GO:0098805,GO:0098916,GO:0099003,GO:0099177,GO:0099501,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0120025,GO:0120038,GO:0150034,GO:1901652,GO:1901698,GO:1901700,GO:1903530,GO:1903531,GO:1904645,GO:2000474	-	MARVEL	IPR001285,IPR008253	XP_071532888.1	XP_071532888.1 synaptophysin-like isoform X4 [Panulirus ornatus]	sp|P08247|SYPH_HUMAN	sp|P08247|SYPH_HUMAN Synaptophysin OS=Homo sapiens OX=9606 GN=SYP PE=1 SV=3
misc_28028	S	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0016604,GO:0016607,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0070013	-	Adaptin_binding	-,IPR019341	XP_071518512.1	XP_071518512.1 alpha- and gamma-adaptin-binding protein p34-like [Panulirus ornatus]	sp|Q6PD74|AAGAB_HUMAN	sp|Q6PD74|AAGAB_HUMAN Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1
misc_28031	U	GO:0000003,GO:0000139,GO:0000280,GO:0000910,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005802,GO:0005829,GO:0005886,GO:0006403,GO:0006464,GO:0006486,GO:0006807,GO:0006810,GO:0006888,GO:0006890,GO:0006891,GO:0006996,GO:0007030,GO:0007049,GO:0007112,GO:0007140,GO:0007275,GO:0007276,GO:0007548,GO:0008104,GO:0008150,GO:0008152,GO:0008406,GO:0008565,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009887,GO:0009987,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016043,GO:0016192,GO:0017119,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0030334,GO:0031090,GO:0031647,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032588,GO:0032879,GO:0032991,GO:0033036,GO:0033206,GO:0033227,GO:0033365,GO:0034613,GO:0034645,GO:0035262,GO:0036211,GO:0040012,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045137,GO:0045184,GO:0046907,GO:0048193,GO:0048232,GO:0048285,GO:0048513,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050821,GO:0051179,GO:0051234,GO:0051236,GO:0051270,GO:0051301,GO:0051321,GO:0051641,GO:0051649,GO:0051704,GO:0061458,GO:0061640,GO:0065007,GO:0065008,GO:0070085,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0098588,GO:0098791,GO:0099023,GO:0140013,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903046,GO:2000145	ko:K20290	Sec34	IPR048320,IPR007265,IPR048685	KAK8738290.1	KAK8738290.1 hypothetical protein OTU49_004144, partial [Cherax quadricarinatus]	sp|Q8CI04|COG3_MOUSE	sp|Q8CI04|COG3_MOUSE Conserved oligomeric Golgi complex subunit 3 OS=Mus musculus OX=10090 GN=Cog3 PE=1 SV=3
misc_28034	L	-	ko:K07484	TnpB_IS66	IPR008878	MEM7313746.1	MEM7313746.1 IS66 family insertion sequence element accessory protein TnpB [Planctomycetota bacterium]	-	-
misc_28035	-	-	-	-	-	-	-	-	-
misc_28036	M	-	-	DUF3524,Glycos_transf_1	IPR022701,IPR001296,-,IPR051862	WP_148618711.1	WP_148618711.1 tRNA-queuosine alpha-mannosyltransferase domain-containing protein [Mariniblastus fucicola]	sp|Q9VXN0|QTMAN_DROME	sp|Q9VXN0|QTMAN_DROME tRNA-queuosine alpha-mannosyltransferase OS=Drosophila melanogaster OX=7227 GN=CG15914 PE=2 SV=1
misc_28037	S	-	-	YfhO	IPR018580	NLF73320.1	NLF73320.1 YfhO family protein [Candidatus Anammoximicrobium sp.]	-	-
misc_28038	-	-	-	-	-	MEM7313745.1	MEM7313745.1 hypothetical protein [Planctomycetota bacterium]	-	-
misc_28039	P	-	ko:K03320	Ammonium_transp	-,IPR024041,IPR029020	WP_084416662.1	WP_084416662.1 ammonium transporter [Mariniblastus fucicola]	sp|P54147|Y108_SYNY3	sp|P54147|Y108_SYNY3 Putative ammonium transporter sll0108 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll0108 PE=3 SV=1
misc_28040	P	-	-	Sulfatase	IPR017850,IPR000917	SHE72928.1	SHE72928.1 Arylsulfatase A [Mariniphaga anaerophila]	-	-
misc_28041	-	-	-	-	-	-	-	-	-
misc_28042	K	-	ko:K03088	Sigma70_r2,Sigma70_r4_2	IPR013325,IPR013249,IPR013784,IPR036388,IPR014284,IPR007627,IPR039425,IPR013324,IPR015889,IPR008969,-	MGE3166752.1	MGE3166752.1 sigma-70 family RNA polymerase sigma factor [Planctomycetota bacterium]	-	-
misc_28043	G	-	-	FG-GAP,VCBS	-,IPR013517,IPR028994	MED5331168.1	MED5331168.1 VCBS repeat-containing protein [Planctomycetota bacterium]	-	-
misc_28044	G	-	-	DUF11,FG-GAP_2,FctA,VWA,VWA_2	IPR013517,IPR028994,IPR011043,IPR013519,-	WP_145064290.1	WP_145064290.1 FG-GAP repeat protein [Engelhardtia mirabilis]	-	-
misc_28045	NU	-	-	PA14	-	MBI1227715.1	MBI1227715.1 hypothetical protein [Bacteroidota bacterium]	-	-
misc_28046	I	GO:0003674,GO:0005488,GO:0005501,GO:0006726,GO:0006807,GO:0007154,GO:0007165,GO:0007602,GO:0008150,GO:0008152,GO:0008289,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009605,GO:0009628,GO:0009987,GO:0016063,GO:0019538,GO:0019840,GO:0023052,GO:0042440,GO:0042441,GO:0043170,GO:0043324,GO:0043473,GO:0043474,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046148,GO:0046154,GO:0048066,GO:0048069,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051716,GO:0065007,GO:0071704,GO:1901564,GO:1901566,GO:1901576	-	CRAL_TRIO,CRAL_TRIO_N	IPR036865,-,IPR011074,IPR036273	XP_071526876.1	XP_071526876.1 alpha-tocopherol transfer protein-like isoform X11 [Panulirus ornatus]	sp|Q9BTX7|TTPAL_HUMAN	sp|Q9BTX7|TTPAL_HUMAN Alpha-tocopherol transfer protein-like OS=Homo sapiens OX=9606 GN=TTPAL PE=1 SV=2
misc_28047	-	-	-	-	-	-	-	-	-
misc_28048	S	GO:0000038,GO:0001676,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005777,GO:0005782,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006605,GO:0006625,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007031,GO:0008104,GO:0008150,GO:0008152,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0019637,GO:0019693,GO:0019752,GO:0031907,GO:0031974,GO:0032787,GO:0032788,GO:0032789,GO:0033036,GO:0033365,GO:0033865,GO:0033875,GO:0034032,GO:0034613,GO:0034641,GO:0035383,GO:0042579,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043574,GO:0043603,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046483,GO:0046907,GO:0047617,GO:0051179,GO:0051186,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072521,GO:0072594,GO:0072662,GO:0072663,GO:1901135,GO:1901360,GO:1901564	ko:K00659,ko:K01068,ko:K11993	BAAT_C,Bile_Hydr_Trans	IPR029058,IPR042490,IPR006862,-,IPR014940	XP_071523496.1	XP_071523496.1 acyl-coenzyme A thioesterase 5-like isoform X1 [Panulirus ornatus]	sp|Q9QYR7|ACOT3_MOUSE	sp|Q9QYR7|ACOT3_MOUSE Acyl-coenzyme A thioesterase 3 OS=Mus musculus OX=10090 GN=Acot3 PE=1 SV=1
misc_28049	-	-	-	-	-	-	-	-	-
misc_28052	V	GO:0000003,GO:0000323,GO:0001618,GO:0001775,GO:0001817,GO:0001819,GO:0001910,GO:0001911,GO:0001932,GO:0001933,GO:0002020,GO:0002244,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002448,GO:0002520,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002698,GO:0002703,GO:0002704,GO:0002706,GO:0002707,GO:0002715,GO:0002716,GO:0002791,GO:0002793,GO:0003006,GO:0003008,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0004869,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005766,GO:0005767,GO:0005768,GO:0005769,GO:0005773,GO:0005775,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0006469,GO:0006810,GO:0006811,GO:0006887,GO:0006915,GO:0006950,GO:0006955,GO:0006970,GO:0007154,GO:0007267,GO:0007275,GO:0007548,GO:0007600,GO:0007605,GO:0008150,GO:0008219,GO:0008284,GO:0008406,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010466,GO:0010468,GO:0010563,GO:0010604,GO:0010605,GO:0010628,GO:0010646,GO:0010648,GO:0010717,GO:0010718,GO:0010941,GO:0010950,GO:0010951,GO:0010952,GO:0012501,GO:0012505,GO:0012506,GO:0014070,GO:0016020,GO:0016032,GO:0016192,GO:0016604,GO:0016607,GO:0019058,GO:0019220,GO:0019222,GO:0019835,GO:0019899,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030139,GO:0030141,GO:0030154,GO:0030162,GO:0030234,GO:0030260,GO:0030334,GO:0030335,GO:0030414,GO:0030659,GO:0030667,GO:0030856,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031341,GO:0031342,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0031410,GO:0031904,GO:0031905,GO:0031960,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032010,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032570,GO:0032649,GO:0032729,GO:0032872,GO:0032873,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033554,GO:0033668,GO:0033673,GO:0033993,GO:0034774,GO:0035425,GO:0035578,GO:0035821,GO:0036230,GO:0038001,GO:0040012,GO:0040017,GO:0042119,GO:0042127,GO:0042176,GO:0042177,GO:0042221,GO:0042269,GO:0042270,GO:0042325,GO:0042326,GO:0042493,GO:0042582,GO:0042592,GO:0042981,GO:0043027,GO:0043028,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043154,GO:0043167,GO:0043169,GO:0043202,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043281,GO:0043299,GO:0043312,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043506,GO:0043508,GO:0043549,GO:0043627,GO:0044003,GO:0044068,GO:0044092,GO:0044093,GO:0044403,GO:0044409,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044531,GO:0044532,GO:0045055,GO:0045088,GO:0045137,GO:0045321,GO:0045335,GO:0045595,GO:0045597,GO:0045604,GO:0045616,GO:0045682,GO:0045824,GO:0045859,GO:0045861,GO:0045862,GO:0045936,GO:0045953,GO:0046328,GO:0046329,GO:0046718,GO:0046872,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048545,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050877,GO:0050896,GO:0050954,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051348,GO:0051384,GO:0051385,GO:0051412,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051817,GO:0051828,GO:0052040,GO:0052041,GO:0052150,GO:0052248,GO:0052433,GO:0052490,GO:0052547,GO:0052548,GO:0055081,GO:0060205,GO:0060255,GO:0060548,GO:0061134,GO:0061135,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070302,GO:0070303,GO:0070820,GO:0070821,GO:0070887,GO:0071214,GO:0071391,GO:0071470,GO:0071900,GO:0071901,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0080144,GO:0090087,GO:0097179,GO:0097180,GO:0097305,GO:0097708,GO:0098588,GO:0098772,GO:0098805,GO:0099503,GO:0101002,GO:0101003,GO:0104004,GO:0104005,GO:1901654,GO:1901700,GO:1902172,GO:1902173,GO:1902531,GO:1902532,GO:1902713,GO:1902715,GO:1903530,GO:1903532,GO:1904035,GO:1904036,GO:1904090,GO:1904951,GO:2000026,GO:2000116,GO:2000117,GO:2000145,GO:2000147	ko:K13963,ko:K13966	Serpin	IPR000215,-,IPR023796,IPR036186,IPR042185,IPR042178	XP_063598626.1	XP_063598626.1 uncharacterized protein LOC134775098 [Penaeus indicus]	-	-
misc_28054	S	GO:0000902,GO:0000904,GO:0006928,GO:0006935,GO:0007155,GO:0007157,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008037,GO:0008038,GO:0008039,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0016043,GO:0016201,GO:0022008,GO:0022610,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0050919,GO:0061564,GO:0071840,GO:0097485,GO:0098609,GO:0098742,GO:0120036,GO:0120039	-	C2-set_2,Ig_3,V-set	IPR013783,IPR003599,IPR007110,-,IPR036179	XP_071522320.1	XP_071522320.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_28055	I	-	ko:K06515	Choline_transpo	IPR007603	XP_071543364.1	XP_071543364.1 choline transporter-like protein 1 isoform X4 [Panulirus ornatus]	sp|Q9I9B9|CTL1_TORMA	sp|Q9I9B9|CTL1_TORMA Choline transporter-like protein 1 OS=Torpedo marmorata OX=7788 GN=slc44a1 PE=1 SV=1
misc_28057	T	GO:0000003,GO:0000902,GO:0000904,GO:0001565,GO:0001654,GO:0001675,GO:0001932,GO:0002009,GO:0002165,GO:0003006,GO:0003674,GO:0005070,GO:0005096,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005938,GO:0006928,GO:0006935,GO:0006996,GO:0007154,GO:0007155,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007444,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008045,GO:0008047,GO:0008104,GO:0008150,GO:0009605,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009966,GO:0009967,GO:0009987,GO:0010256,GO:0010646,GO:0010647,GO:0010769,GO:0010927,GO:0010975,GO:0016043,GO:0016050,GO:0019220,GO:0019222,GO:0019953,GO:0022008,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0030234,GO:0030674,GO:0030695,GO:0031175,GO:0031323,GO:0031344,GO:0031399,GO:0032268,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0033036,GO:0033363,GO:0034330,GO:0034331,GO:0034332,GO:0034334,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035239,GO:0035295,GO:0035591,GO:0038023,GO:0040011,GO:0042221,GO:0042325,GO:0042330,GO:0043085,GO:0043087,GO:0043408,GO:0043547,GO:0043954,GO:0044085,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045202,GO:0045216,GO:0045595,GO:0045664,GO:0046875,GO:0048013,GO:0048232,GO:0048468,GO:0048513,GO:0048515,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050770,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051056,GO:0051128,GO:0051171,GO:0051174,GO:0051179,GO:0051239,GO:0051246,GO:0051336,GO:0051345,GO:0051704,GO:0051716,GO:0051960,GO:0060089,GO:0060090,GO:0060255,GO:0060284,GO:0060429,GO:0060562,GO:0060589,GO:0061564,GO:0065007,GO:0065009,GO:0070925,GO:0071840,GO:0071944,GO:0080090,GO:0097485,GO:0098609,GO:0098772,GO:0099568,GO:0120035,GO:0120036,GO:0120039,GO:1902531,GO:2000026	ko:K20630	C1_1,RhoGAP,SH2	IPR008936,IPR036860,IPR000198,IPR002219,IPR046349,IPR000980,IPR051854,IPR020454,-	XP_071543365.1	XP_071543365.1 N-chimaerin-like [Panulirus ornatus]	sp|Q91V57|CHIN_MOUSE	sp|Q91V57|CHIN_MOUSE N-chimaerin OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=2
misc_28060	K	-	ko:K03086	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	IPR013325,IPR036388,IPR007630,IPR007627,IPR014284,IPR000943,IPR013324,-,IPR050239	MCB9896377.1	MCB9896377.1 sigma-70 family RNA polymerase sigma factor [Planctomycetota bacterium]	sp|O66381|SIGA_HALH5	sp|O66381|SIGA_HALH5 RNA polymerase sigma factor SigA OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=sigA PE=3 SV=2
misc_28061	-	-	-	-	-	-	-	-	-
misc_28062	-	-	-	-	-,IPR043717	MDG2149245.1	MDG2149245.1 DUF5658 family protein [Planctomycetota bacterium]	-	-
misc_28063	-	-	-	-	-	-	-	-	-
misc_28064	-	-	-	-	-	MGQ0554168.1	MGQ0554168.1 hypothetical protein [Planctomycetota bacterium]	-	-
misc_28065	S	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0012505,GO:0016020,GO:0031984,GO:0042175,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048878,GO:0050801,GO:0055065,GO:0055074,GO:0055080,GO:0065007,GO:0065008,GO:0072507,GO:0098771,GO:0098827	-	DUF1736,TPR_1,TPR_16,TPR_2,TPR_8	IPR052346	MED5330851.1	MED5330851.1 hypothetical protein [Planctomycetota bacterium]	sp|Q20144|TMTC1_CAEEL	sp|Q20144|TMTC1_CAEEL Protein O-mannosyl-transferase F38B6.6 OS=Caenorhabditis elegans OX=6239 GN=F38B6.6 PE=3 SV=2
misc_28066	-	-	-	-	-	-	-	-	-
misc_28067	-	-	-	-	-	-	-	-	-
misc_28068	S	-	-	DUF1211	IPR010617	MCA8968500.1	MCA8968500.1 DUF1211 domain-containing protein [Planctomycetota bacterium]	sp|A0A086F3E3|TM175_CHRP1	sp|A0A086F3E3|TM175_CHRP1 Potassium channel HX13_20290 OS=Chryseobacterium sp. (strain P1-3) OX=1517683 GN=HX13_20290 PE=1 SV=1
misc_28069	V	-	-	ACR_tran	IPR027463,-,IPR001036	HFD11818.1	HFD11818.1 efflux RND transporter permease subunit [Crenotrichaceae bacterium]	sp|P24177|ACRD_ECOLI	sp|P24177|ACRD_ECOLI Probable aminoglycoside efflux pump OS=Escherichia coli (strain K12) OX=83333 GN=acrD PE=1 SV=3
misc_28070	M	-	-	Biotin_lipoyl_2,HlyD_3	-,IPR006143	MCP3918490.1	MCP3918490.1 efflux RND transporter periplasmic adaptor subunit [bacterium]	-	-
misc_28071	S	-	ko:K06911	Pirin	IPR041602,IPR003829,IPR011051,-,IPR012093,IPR014710	MEM1453309.1	MEM1453309.1 pirin family protein [Planctomycetota bacterium]	sp|P46852|YHHW_ECOLI	sp|P46852|YHHW_ECOLI Quercetin 2,3-dioxygenase OS=Escherichia coli (strain K12) OX=83333 GN=yhhW PE=1 SV=1
misc_28072	EPT	-	ko:K05313	Lig_chan,Lig_chan-Glu_bd	IPR052192,IPR019594,-	XP_071540827.1	XP_071540827.1 glutamate receptor U1-like [Panulirus ornatus]	-	-
